Sl No,NO OF ACCIDENT REPORTED ON THIS CORRIDOR UNDER JURISDICTION,FIR NO,Latitude,Longitude,Distance,NO. OF VEHICLE,Date,DAY OF THE WEEK,Month of the year,Year of Accident,Time,D/N,PATTERN OF COLLISION,TYPE OF COLLISION,TYPE OF VEHICLE-1,TYPE OF VEHICLE-2,FATAL,GRIEVOUS,MINOR,SEVERITY,GEOMETRY,PRESENCE OF MEDIAN,PRESENCE OF SHOULDER,PRESENCE OF FOOTPATH,SIDE ROAD,JN/NOT,day_night_label,year,month_num,day,day_of_week,week_of_year,hour,minute,time_bucket,PATTERN_OF_COLLISION_CODE,PATTERN_OF_COLLISION_LABEL,PATTERN_OF_COLLISION_UNKNOWN,TYPE_OF_COLLISION_CODE,TYPE_OF_COLLISION_LABEL,TYPE_OF_COLLISION_UNKNOWN,TYPE_OF_VEHICLE_1_CODE,TYPE_OF_VEHICLE_1_LABEL,TYPE_OF_VEHICLE_1_UNKNOWN,TYPE_OF_VEHICLE_2_CODE,TYPE_OF_VEHICLE_2_LABEL,TYPE_OF_VEHICLE_2_UNKNOWN,is_weekend,is_night,severity_target
64.0,Pothencode,08/2022,8.602583,76.897657,4.8,1.0,2021-12-27,Monday,December,2021,10.15,D,1.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2021.0,12,27,Monday,52,10.0,15.0,6-12,1,Single Vehicle,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
65.0,Pothencode,85/2022,8.615343,76.897131,6.2,2.0,2021-01-17,Sunday,January,2021,18.4,N,2.0,5,3.0,3.0,0.0,1.0,1.0,G,straight,no,yes,no,0.0,no,Night,2021.0,1,17,Sunday,2,18.0,40.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,3,Car/Jeep/Taxi,False,1,1,Grievous
66.0,Pothencode,10/2022,8.58971,76.880872,2.3,1.0,2021-12-03,Friday,December,2021,8.15,D,1.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,2.0,no,Day,2021.0,12,3,Friday,48,8.0,15.0,6-12,1,Single Vehicle,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
67.0,Pothencode,163/2022 ,8.589677,76.880944,2.3,2.0,2022-02-08,Tuesday,February,2022,14.15,D,2.0,2,2.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,2.0,no,Day,2022.0,2,8,Tuesday,6,14.0,15.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,0,0,Grievous
68.0,Pothencode,176/2022 ,8.613334,76.896604,6.0,2.0,2022-11-06,Sunday,November,2022,14.0,D,2.0,5,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2022.0,11,6,Sunday,44,14.0,0.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,0,Grievous
69.0,Pothencode,341/2022,8.58971,76.880872,2.3,2.0,2022-03-04,Friday,March,2022,17.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2022.0,3,4,Friday,9,17.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
70.0,Pothencode,342/2022,8.602763,76.897691,4.8,2.0,2022-03-19,Saturday,March,2022,6.15,D,2.0,3,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2022.0,3,19,Saturday,11,6.0,15.0,6-12,2,Vehicle to Vehicle,False,3,Run Off Road,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
71.0,Pothencode,365/2022,8.61896,76.89723,6.8,2.0,2022-04-09,Saturday,April,2022,8.0,D,2.0,5,8.0,1.0,0.0,0.0,1.0,M,curve,no,yes,yes,0.0,no,Day,2022.0,4,9,Saturday,14,8.0,0.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,1,0,Minor
72.0,Pothencode,373/2022,8.609279,76.896368,5.6,1.0,2022-01-09,Sunday,January,2022,12.0,D,1.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2022.0,1,9,Sunday,1,12.0,0.0,12-18,1,Single Vehicle,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Grievous
73.0,Pothencode,369/2022,8.620815,76.899272,7.1,2.0,2022-03-25,Friday,March,2022,17.3,D,2.0,11,1.0,3.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,no,Day,2022.0,3,25,Friday,12,17.0,30.0,12-18,2,Vehicle to Vehicle,False,11,Others (Specify),False,1,Motorised Two-Wheeler,False,3,Car/Jeep/Taxi,False,0,0,Grievous
74.0,Pothencode,0432/2022,8.602583,76.897657,4.8,1.0,2022-03-30,Wednesday,March,2022,16.0,D,1.0,4,1.0,0.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2022.0,3,30,Wednesday,13,16.0,0.0,12-18,1,Single Vehicle,False,4,Vehicle Overturn/Skidding,False,1,Motorised Two-Wheeler,False,0,Unknown/Out-of-master,True,0,0,Grievous
75.0,Pothencode,0407/2022,8.602583,76.897657,4.8,1.0,2021-06-03,Thursday,June,2021,20.0,N,1.0,4,1.0,0.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Night,2021.0,6,3,Thursday,22,20.0,0.0,18-24,1,Single Vehicle,False,4,Vehicle Overturn/Skidding,False,1,Motorised Two-Wheeler,False,0,Unknown/Out-of-master,True,0,1,Grievous
76.0,Pothencode,0472/2022,8.605223,76.897503,5.1,2.0,2022-05-11,Wednesday,May,2022,15.35,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2022.0,5,11,Wednesday,19,15.0,35.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
77.0,Pothencode,0485/2022,8.61618,76.897335,6.4,2.0,2022-05-24,Tuesday,May,2022,13.3,D,2.0,1,8.0,1.0,1.0,1.0,0.0,F,straight,no,yes,no,1.0,no,Day,2022.0,5,24,Tuesday,21,13.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,0,Fatal
78.0,Pothencode,0506/2022,8.596266,76.890577,3.6,2.0,2022-05-27,Friday,May,2022,22.3,N,2.0,5,5.0,1.0,1.0,0.0,0.0,F,straight,no,yes,no,1.0,no,Night,2022.0,5,27,Friday,21,22.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,1,Motorised Two-Wheeler,False,0,1,Fatal
79.0,Pothencode,511/2022,8.617594,76.897296,6.5,2.0,2022-04-02,Saturday,April,2022,6.15,D,2.0,1,5.0,1.0,0.0,0.0,1.0,M,curve,no,yes,yes,0.0,yes,Day,2022.0,4,2,Saturday,13,6.0,15.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,1,Motorised Two-Wheeler,False,1,0,Minor
80.0,Pothencode,514/2022,8.613711,76.896649,6.0,2.0,2022-05-26,Thursday,May,2022,16.45,D,2.0,1,2.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2022.0,5,26,Thursday,21,16.0,45.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,0,0,Grievous
81.0,Pothencode,523/2022,8.607442,76.896661,5.4,2.0,2022-05-20,Friday,May,2022,8.0,D,2.0,1,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2022.0,5,20,Friday,20,8.0,0.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
82.0,Pothencode,525/2022,8.62185,76.89966,7.3,2.0,2022-05-17,Tuesday,May,2022,6.3,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Day,2022.0,5,17,Tuesday,20,6.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
83.0,Pothencode,564/2022,8.596278,76.890536,3.6,2.0,2022-06-06,Monday,June,2022,8.3,D,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2022.0,6,6,Monday,23,8.0,30.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
84.0,Pothencode,591/2022,8.587254,76.877086,1.7,2.0,2022-06-14,Tuesday,June,2022,7.0,D,2.0,3,8.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,yes,Day,2022.0,6,14,Tuesday,24,7.0,0.0,6-12,2,Vehicle to Vehicle,False,3,Run Off Road,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,0,Grievous
85.0,Pothencode,621/2022,8.637512,76.902244,9.3,2.0,2022-06-24,Friday,June,2022,9.3,D,2.0,5,8.0,1.0,1.0,0.0,0.0,F,curve,no,yes,no,1.0,no,Day,2022.0,6,24,Friday,25,9.0,30.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,0,Fatal
86.0,Pothencode,0651/2022,8.614975,76.897,6.2,2.0,2022-05-29,Sunday,May,2022,20.3,N,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Night,2022.0,5,29,Sunday,21,20.0,30.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
87.0,Pothencode,0662/2022,8.61332,76.896586,6.0,1.0,2022-06-12,Sunday,June,2022,9.3,D,1.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2022.0,6,12,Sunday,23,9.0,30.0,6-12,1,Single Vehicle,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Grievous
88.0,Pothencode,213/2023,8.61728445831622,76.8973396352519,6.5,2.0,2022-12-29,Thursday,December,2022,16.0,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2022.0,12,29,Thursday,52,16.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,0,Grievous
89.0,Pothencode,227/2023,8.60260359066899,76.897655485231,4.8,1.0,2023-02-05,Sunday,February,2023,21.54,N,3.0,8,3.0,11.0,0.0,0.0,1.0,M,straight,no,yes,yes,0.0,yes,Night,2023.0,2,5,Sunday,5,21.0,54.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,1,1,Minor
90.0,Pothencode,243/2023,8.61938221404078,76.898810956719,7.0,1.0,2023-01-27,Friday,January,2023,13.0,D,2.0,2,3.0,1.0,0.0,1.0,3.0,G,straight,no,yes,yes,2.0,no,Day,2023.0,1,27,Friday,4,13.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
91.0,Pothencode,196/2023,8.61888309691258,76.897343292631,6.8,2.0,2023-01-18,Wednesday,January,2023,14.15,D,2.0,7,2.0,1.0,0.0,1.0,1.0,G,curve,no,yes,yes,0.0,no,Day,2023.0,1,18,Wednesday,3,14.0,15.0,12-18,2,Vehicle to Vehicle,False,7,Side Swipe,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,0,0,Grievous
92.0,Pothencode,1804/2023,8.60775799996062,76.8965818740247,5.4,2.0,2023-10-10,Tuesday,October,2023,19.45,N,2.0,1,7.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Night,2023.0,10,10,Tuesday,41,19.0,45.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,7,Goods LCV/Goods Tempo/Mini Lorry/Mini Truck,False,1,Motorised Two-Wheeler,False,0,1,Grievous
93.0,Pothencode,334/2023,8.59194565881137,76.8836807601591,2.7,2.0,2023-02-14,Tuesday,February,2023,6.15,D,2.0,1,3.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Day,2023.0,2,14,Tuesday,7,6.0,15.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
94.0,Pothencode,564/2023,8.61495388645574,76.8970100532242,6.2,2.0,2023-03-19,Sunday,March,2023,10.45,D,2.0,1,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,no,0.0,no,Day,2023.0,3,19,Sunday,11,10.0,45.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
95.0,Pothencode,1510/2023,8.5872173031545,76.8769536898312,1.7,2.0,2023-08-13,Sunday,August,2023,11.0,D,2.0,1,3.0,1.0,0.0,1.0,2.0,G,curve,no,yes,no,0.0,yes,Day,2023.0,8,13,Sunday,32,11.0,0.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
96.0,Pothencode,851/2023,8.59629102280426,76.8905466351213,3.6,1.0,2023-05-13,Saturday,May,2023,5.3,N,3.0,8,1.0,11.0,0.0,1.0,1.0,G,straight,no,yes,no,1.0,no,Night,2023.0,5,13,Saturday,19,5.0,30.0,0-6,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,1,Grievous
97.0,Pothencode,892/2023,8.61746629581189,76.8973275634954,6.5,2.0,2023-05-23,Tuesday,May,2023,8.25,D,2.0,5,2.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2023.0,5,23,Tuesday,21,8.0,25.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,0,0,Grievous
98.0,Pothencode,963/2023,8.61971441498226,76.8989887134109,7.0,1.0,2023-05-17,Wednesday,May,2023,10.0,D,3.0,8,2.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,2.0,no,Day,2023.0,5,17,Wednesday,20,10.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,2,Passenger Auto,False,11,Pedestrian,False,0,0,Grievous
99.0,Pothencode,1789/2023,8.6178425771929,76.8973292939757,6.5,1.0,2023-09-27,Wednesday,September,2023,6.0,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2023.0,9,27,Wednesday,39,6.0,0.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
100.0,Pothencode,1885/2023,8.62145917579526,76.8994311331721,7.2,2.0,2023-10-01,Sunday,October,2023,7.0,D,2.0,2,2.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,10,1,Sunday,39,7.0,0.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,1,0,Grievous
101.0,Pothencode,2058/2023,8.61487619834494,76.896999607394,6.2,3.0,2023-12-03,Sunday,December,2023,18.5,N,2.0,5,3.0,1.0,0.0,1.0,1.0,G,straight,no,yes,no,0.0,no,Night,2023.0,12,3,Sunday,48,18.0,50.0,18-24,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
102.0,Pothencode,2092/2023,8.62622960117465,76.8998328380367,7.8,1.0,2023-11-27,Monday,November,2023,17.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Day,2023.0,11,27,Monday,48,17.0,30.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
103.0,Pothencode,1212/2023,8.62206749045334,76.8998460793207,7.3,1.0,2023-07-08,Saturday,July,2023,15.45,D,3.0,8,6.0,11.0,1.0,0.0,0.0,F,curve,no,yes,no,1.0,no,Day,2023.0,7,8,Saturday,27,15.0,45.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,6,Goods Auto/Goods Pick-up Van,False,11,Pedestrian,False,1,0,Fatal
104.0,Pothencode,84/2023,8.61879407377913,76.8976813665371,6.8,1.0,2023-12-23,Saturday,December,2023,7.3,D,3.0,8,1.0,11.0,0.0,0.0,1.0,M,curve,no,yes,yes,0.0,no,Day,2023.0,12,23,Saturday,51,7.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,1,0,Minor
105.0,Pothencode,13/2023,8.61788008443248,76.8973136880579,6.5,2.0,2022-12-16,Friday,December,2022,6.0,D,2.0,5,5.0,1.0,0.0,1.0,0.0,G,curve,no,yes,yes,0.0,yes,Day,2022.0,12,16,Friday,50,6.0,0.0,6-12,2,Vehicle to Vehicle,False,5,Head On Collision,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,1,Motorised Two-Wheeler,False,0,0,Grievous
106.0,Pothencode,47/2023,8.60259224193532,76.8976501448364,4.8,2.0,2023-01-04,Wednesday,January,2023,12.45,D,2.0,5,2.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,1,4,Wednesday,1,12.0,45.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,2,Passenger Auto,False,1,Motorised Two-Wheeler,False,0,0,Grievous
107.0,Pothencode,197/2023,8.62130477655864,76.8993877255831,7.2,1.0,2023-01-29,Sunday,January,2023,18.3,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Night,2023.0,1,29,Sunday,4,18.0,30.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,1,1,Grievous
108.0,Pothencode,259/2023,8.62789600032638,76.9010433525045,8.0,1.0,2023-01-31,Tuesday,January,2023,7.3,N,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Night,2023.0,1,31,Tuesday,5,7.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,1,Grievous
109.0,Pothencode,260/2023,8.59716604221745,76.8934164940216,3.9,2.0,2023-01-21,Saturday,January,2023,16.3,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,yes,Day,2023.0,1,21,Saturday,3,16.0,30.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,0,Grievous
110.0,Pothencode,330/2023,8.60738933566811,76.8966197182379,5.4,2.0,2023-02-17,Friday,February,2023,10.0,D,2.0,1,3.0,1.0,0.0,0.0,1.0,M,straight,no,yes,no,0.0,no,Day,2023.0,2,17,Friday,7,10.0,0.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Minor
111.0,Pothencode,592/2023,8.60259596534402,76.8976646996365,4.8,2.0,2023-03-05,Sunday,March,2023,18.0,N,2.0,2,5.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Night,2023.0,3,5,Sunday,9,18.0,0.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,5,Mini Bus/Passenger Tempo/Passenger Van,False,1,Motorised Two-Wheeler,False,1,1,Grievous
112.0,Pothencode,593/2023,8.60259596534402,76.8976646996365,4.8,2.0,2023-03-31,Friday,March,2023,7.0,D,2.0,1,8.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,3,31,Friday,13,7.0,0.0,6-12,2,Vehicle to Vehicle,False,1,Hit from Back,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,0,Grievous
113.0,Pothencode,752/2023,8.59719493511185,76.8934429247984,3.9,2.0,2023-04-21,Friday,April,2023,9.3,D,2.0,2,3.0,1.0,0.0,1.0,1.0,G,curve,no,yes,no,0.0,yes,Day,2023.0,4,21,Friday,16,9.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
114.0,Pothencode,799/2023,8.59719493511185,76.8934429247984,3.9,2.0,2023-04-28,Friday,April,2023,19.0,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,0.0,yes,Night,2023.0,4,28,Friday,17,19.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Grievous
115.0,Pothencode,856/2023,8.59187840125191,76.8835790549503,2.7,2.0,2023-05-17,Wednesday,May,2023,6.45,N,2.0,2,3.0,1.0,1.0,0.0,0.0,F,curve,no,yes,no,1.0,no,Night,2023.0,5,17,Wednesday,20,6.0,45.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,1,Fatal
116.0,Pothencode,927/2023,8.61317768965297,76.8965797788247,6.0,1.0,2023-05-25,Thursday,May,2023,17.0,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,5,25,Thursday,21,17.0,0.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
117.0,Pothencode,950/2023,8.60159358776562,76.8975215152197,4.7,2.0,2023-03-27,Monday,March,2023,10.45,D,2.0,2,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,1.0,no,Day,2023.0,3,27,Monday,13,10.0,45.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,0,0,Grievous
118.0,Pothencode,1005/2023,8.6124008405898,76.8964139342909,5.9,1.0,2023-06-08,Thursday,June,2023,9.3,D,3.0,8,1.0,11.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Day,2023.0,6,8,Thursday,23,9.0,30.0,6-12,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,1,Motorised Two-Wheeler,False,11,Pedestrian,False,0,0,Grievous
119.0,Pothencode,1079/2023,8.60259224193532,76.8976501448364,4.8,2.0,2023-05-28,Sunday,May,2023,8.3,D,2.0,2,1.0,1.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,5,28,Sunday,21,8.0,30.0,6-12,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,1,0,Grievous
120.0,Pothencode,1103/2023,8.59663201388816,76.8917426593107,3.7,2.0,2023-06-10,Saturday,June,2023,13.3,D,2.0,1,6.0,1.0,0.0,0.0,2.0,M,straight,no,yes,no,1.0,no,Day,2023.0,6,10,Saturday,23,13.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,6,Goods Auto/Goods Pick-up Van,False,1,Motorised Two-Wheeler,False,1,0,Minor
121.0,Pothencode,1186/2023,8.60255090352727,76.8976455780212,4.8,2.0,2023-06-25,Sunday,June,2023,12.3,D,2.0,5,3.0,1.0,0.0,2.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,6,25,Sunday,25,12.0,30.0,12-18,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Grievous
122.0,Pothencode,1230/2023,8.60255090352727,76.8976455780212,4.8,1.0,2023-07-11,Tuesday,July,2023,13.3,D,3.0,8,2.0,11.0,0.0,1.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,7,11,Tuesday,28,13.0,30.0,12-18,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,2,Passenger Auto,False,11,Pedestrian,False,0,0,Grievous
123.0,Pothencode,1488/2023,8.60255090352727,76.8976455780212,4.8,2.0,2023-08-09,Wednesday,August,2023,14.3,D,2.0,1,8.0,1.0,0.0,2.0,0.0,G,straight,no,yes,yes,0.0,yes,Day,2023.0,8,9,Wednesday,32,14.0,30.0,12-18,2,Vehicle to Vehicle,False,1,Hit from Back,False,8,Truck/Lorry,False,1,Motorised Two-Wheeler,False,0,0,Grievous
124.0,Pothencode,1599/2023,8.63021520780101,76.9024784524764,8.3,2.0,2023-07-29,Saturday,July,2023,4.3,N,2.0,5,3.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,1.0,no,Night,2023.0,7,29,Saturday,30,4.0,30.0,0-6,2,Vehicle to Vehicle,False,5,Head On Collision,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,1,Grievous
125.0,Pothencode,1663/2023,8.613146,76.896591,6.0,2.0,2023-09-24,Sunday,September,2023,14.0,D,2.0,2,3.0,1.0,0.0,0.0,1.0,M,straight,no,yes,no,1.0,no,Day,2023.0,9,24,Sunday,38,14.0,0.0,12-18,2,Vehicle to Vehicle,False,2,Hit from Side,False,3,Car/Jeep/Taxi,False,1,Motorised Two-Wheeler,False,1,0,Minor
126.0,Pothencode,1664/2023,8.63762775602601,76.902226281328,9.3,1.0,2023-09-19,Tuesday,September,2023,19.0,N,3.0,8,3.0,11.0,0.0,1.0,0.0,G,curve,no,yes,no,1.0,no,Night,2023.0,9,19,Tuesday,38,19.0,0.0,18-24,3,Vehicle to Pedestrian,False,8,Hit Pedestrian,False,3,Car/Jeep/Taxi,False,11,Pedestrian,False,0,1,Grievous
127.0,Pothencode,1804/2023,8.60772988628474,76.8965893528707,5.4,2.0,2023-10-10,Tuesday,October,2023,19.45,N,2.0,1,7.0,1.0,0.0,1.0,0.0,G,straight,no,yes,no,0.0,no,Night,2023.0,10,10,Tuesday,41,19.0,45.0,18-24,2,Vehicle to Vehicle,False,1,Hit from Back,False,7,Goods LCV/Goods Tempo/Mini Lorry/Mini Truck,False,1,Motorised Two-Wheeler,False,0,1,Grievous
128.0,Pothencode,1868/2023,8.62509435454232,76.9001342207661,7.7,2.0,2023-09-11,Monday,September,2023,21.3,N,2.0,2,1.0,1.0,0.0,1.0,1.0,G,curve,no,yes,no,2.0,no,Night,2023.0,9,11,Monday,37,21.0,30.0,18-24,2,Vehicle to Vehicle,False,2,Hit from Side,False,1,Motorised Two-Wheeler,False,1,Motorised Two-Wheeler,False,0,1,Grievous
